essay_id,score,raw_pred
002ba53,3,3.2236426
0030e86,4,3.7756069
0036253,2,2.8838477
004229b,2,2.1224942
006d0e1,4,4.086085
0079938,3,2.7188466
0087059,1,1.5093062
0098ef4,4,4.157628
00a6e71,2,3.1761844
00bee4c,3,3.3105824
00cb5dc,2,1.9755869
00da297,3,2.7711892
00daaa2,3,3.1774836
0123792,4,4.0929337
012c9be,2,1.749316
0155be4,3,3.0633078
015ac93,3,2.464813
01711c3,3,3.5847626
018ff85,4,4.0421443
019e8c3,3,3.4677231
01b9b63,2,2.2830591
01bd69c,3,2.1939664
01c1169,3,2.8433228
01c8f7a,2,2.1698961
01d0836,2,2.9286604
01d2df1,4,3.9170985
01d6e7e,3,2.3578043
0200fbc,3,3.2746835
0226250,4,3.3737164
0226c11,3,3.0924978
0227e67,4,4.108568
022b620,2,1.5976917
0232d34,2,2.2294087
024a3bb,2,2.4118443
026355a,4,3.784235
0269b85,3,1.2551956
0273b7b,3,3.1857433
0293f31,3,4.0746107
02a059f,4,3.6397357
02ab5d2,5,4.156392
02c1ebd,3,3.3573434
02cbcbc,4,3.8431501
02cfa15,2,2.1155257
02d0224,2,2.2623923
0305a15,1,1.6682656
0318358,3,3.270742
031bbb0,3,3.0126781
031e4d6,3,2.8043995
03205e9,4,3.4814217
03314fd,3,3.4387968
0347bb4,3,2.6726778
03630c7,3,3.3762145
03705ca,4,4.0482187
038fd62,3,2.2101064
03ae0c4,3,4.184103
03afc1e,2,2.185328
03d074f,4,3.768645
03e687e,3,3.988064
03e804e,1,2.8341868
03ec474,3,3.0323138
03f2d76,3,3.2316298
042167f,2,3.2730968
042dc86,3,3.1306713
043e1a0,3,3.09407
045c7fb,4,3.7415843
0461df3,2,1.6188679
046e84a,3,3.417641
046efe7,3,3.0513294
048b9b6,4,4.2797604
04b6e9b,2,2.211598
04bc9b6,4,4.050858
04d13e6,3,3.8042185
04d409d,4,4.3527412
04da4bf,3,2.8997903
04e00f8,2,1.8430654
04ea96d,3,3.5544348
04ec9a4,3,3.6873865
04f1fc3,1,1.2272159
051c46a,3,2.9702108
053f99e,1,1.626288
0540b80,4,3.7164195
054b8f9,3,2.876655
056394c,4,3.8592782
058ecd3,3,3.5277984
059af98,3,3.5541773
059f496,2,2.3426712
05ae003,2,3.3349936
05cb18a,2,2.3030512
06041d8,3,3.0416667
0608fab,3,3.080378
060d2bb,3,2.3587427
06235e1,4,4.139026
0639535,4,3.9172473
0640183,3,3.439293
06673c8,4,4.162225
06766be,3,3.3498867
0678715,2,2.170486
0683ac3,3,3.570128
0687af4,5,4.1401215
068ad55,3,2.9969091
0693237,2,3.182698
06b51cb,3,1.8940969
06bad05,2,2.0752006
06c3953,5,4.139055
06c7026,3,3.6917312
06cbce6,3,3.066047
06d6248,3,3.1172268
06fa3b6,3,3.9505382
07122f0,2,3.4173732
07309cb,1,1.3600683
0759934,2,2.3030019
076f000,2,2.125997
0778075,2,2.3636575
077eeea,2,1.6315408
079a340,3,2.9156883
079b107,4,3.814972
079e8bb,3,3.9507632
07a2516,3,2.4595454
07a6b84,2,1.9715058
07a7832,2,1.9484253
07d6f42,3,3.5477526
07e7133,4,4.0546713
07e96aa,3,2.9071317
07f8601,3,2.5529623
0811694,4,4.274757
08133fe,3,2.8639774
08296be,2,2.4261923
0840ed9,2,2.4802928
0870d64,3,2.790066
087f29f,2,3.0613804
088bb4a,3,3.2220526
0892cb5,2,2.412999
08dab5c,3,3.3923714
08dac82,3,2.72545
08e2ae1,2,2.6421156
08ef617,1,1.8490188
08f22e9,3,2.4961262
091eaf0,1,1.5532734
0931a6e,4,3.7139618
0967e3f,2,2.7080407
096aa1c,2,2.0091686
096b178,4,3.4119325
0975e3f,4,3.8484795
09b7afb,4,3.6293335
09c0506,5,4.469144
09c5771,2,3.1893165
0a22908,6,4.6534376
0a31858,1,1.2282517
0a35ec7,2,1.4147744
0a41d42,2,1.8605206
0a48500,4,3.5428567
0a494e5,3,2.2040873
0a54018,4,3.070905
0a67e11,3,3.3965116
0a98eef,3,3.2478402
0aa6277,1,1.0866783
0aa9cee,3,2.4753911
0aaf5f1,1,1.1926882
0ab5467,3,2.2733462
0aba46b,3,1.9700289
0ac3c47,2,2.516764
0ad0588,3,3.423227
0ad08bd,2,1.7519022
0ad4de2,3,3.4377127
0ada1e2,1,2.2822688
0adafa7,3,2.7501612
0aefcef,2,2.5305374
0af56e8,4,3.5316176
0b2a399,3,3.2657704
0b53b04,3,2.9259024
0b62ebe,2,2.558361
0ba0a50,4,3.8014488
0ba4fc3,3,2.9722672
0bb2665,3,2.6951213
0be5034,2,2.19445
0beb053,3,2.1827762
0bfe967,2,2.28721
0c0463c,5,4.7874374
0c172e6,2,2.0548887
0c5ec1c,3,3.191421
0c63220,3,2.955286
0c76268,3,3.1850715
0c8a07d,2,2.5340571
0c8f97b,2,2.6899314
0cae471,5,4.306662
0cb54b1,2,1.5397711
0cd1679,2,2.5161219
0cdb059,3,2.9320695
0cdc0d0,2,2.9250321
0cf8c55,3,2.5816336
0d20e93,2,2.0845942
0d34dea,1,2.2652483
0d57890,3,2.904089
0d5a937,4,3.4447365
0d5afc5,3,3.6450987
0d8bfc5,3,2.8987782
0da2967,4,4.0511665
0da70c3,3,2.6500382
0dbae6d,2,1.8903686
0dbc16f,2,2.5119705
0dc6aae,2,1.7167187
0dc777f,3,3.4031506
0dd2328,3,3.4200711
0de71cb,4,3.929976
0df2499,1,1.5755966
0df2924,3,1.7777865
0e0ef1b,2,2.6339543
0e289bb,2,2.1316462
0e46514,4,4.0352926
0e47da5,3,2.6289353
0e51031,3,2.9450457
0e7154c,3,3.2968755
0e78aef,2,2.2417874
0e7a613,4,3.0240974
0e86176,3,3.0564232
0e8864c,4,4.049152
0e9a9d3,1,1.5678136
0ea1c1f,4,3.6475139
0ea87c4,1,1.0536793
0eb0013,4,4.1608996
0ef4f4f,4,3.6209185
0f01b9a,4,3.9729419
0f18dcd,4,3.9149864
0f1ab9c,4,3.7597868
0f393ae,5,4.3755956
0f79e39,3,3.7152147
0f7cc68,3,2.4679217
0f820c4,1,1.124779
0f87684,3,3.700548
0fa8295,4,3.9561238
0fc04b5,4,3.6602652
0fc2a56,3,3.6841898
0fcadb2,2,2.6908357
0fcc1b3,4,4.20863
0fe6787,2,3.5322149
0fe6e52,3,4.3825483
0ff5475,2,3.0834482
0ff64dd,4,3.541852
102a358,3,3.0911999
102d4b2,5,4.0039
1035807,2,1.8166239
103c22b,2,1.979717
103ff95,1,2.4775257
1042884,3,2.468728
104c9c2,3,2.4608994
106d4c6,2,1.7446373
1072f17,2,2.5251274
10787dc,3,2.3479104
1084b79,4,3.1541283
10aea63,4,3.7126124
10b6dea,4,4.0601025
10be2a0,2,3.2468653
10e0b91,2,1.5775672
10ee01f,4,3.5706255
10fe8cc,4,3.578862
1111bf7,2,1.3949437
111b844,5,4.991602
1125efc,3,2.9924135
112a3fc,2,2.350245
117597e,4,3.758845
118557a,3,2.80696
1196de9,4,3.6185644
11a8058,1,1.4159319
11aa299,3,3.8895357
11b3326,3,2.5917382
11bc37a,2,2.0229225
11bdb65,4,4.421453
11d450b,2,3.066196
11dca95,4,3.416821
11eda40,1,1.0538789
11f89ce,3,3.6667438
121259d,1,1.5557381
1221dcf,2,2.5858846
1226107,2,2.912643
1237e4d,2,3.2237587
123dd58,3,3.9114103
124fff0,3,3.0770943
127b51e,4,3.918339
127bdc7,2,2.6109266
127e739,4,3.8536534
1280d6a,3,3.1552174
129237b,1,2.799023
129f0da,2,2.073876
12a1427,5,3.9898362
12a72bd,4,4.593811
12b48f2,2,2.494112
12cfb98,4,3.4612064
12e08a3,3,2.345626
12e0df6,2,2.0797772
12e8e0b,3,2.9830627
12ec7bb,3,3.488523
12f28ff,2,2.2761993
12ff706,4,3.7776217
130c73a,4,3.2965786
1315576,3,3.1601899
1319f06,4,4.0783024
131b17a,2,2.1543465
1343a02,3,2.391328
135c9a2,3,3.5024617
135d4e6,3,3.7720084
135eb15,4,4.1093235
13637e9,4,2.9882884
13724f7,3,2.9477136
1379de4,2,2.1129792
138ecab,4,3.815321
139293a,4,3.9979405
13aa520,4,4.2176404
13ae3c3,3,4.013763
13c7a43,4,4.2477055
13d0391,1,1.1486374
13e2e99,4,3.792746
13f1eb5,2,2.214198
13f75ec,5,4.35649
13f9359,3,2.9338877
140846f,4,3.827248
140eb3b,4,3.5799036
141f147,4,4.44748
142f458,3,2.898944
144074a,3,3.1323454
144a332,3,3.4914618
1469a70,2,1.8870682
14a1792,5,4.2097735
14b3ac5,3,3.716894
14c579b,3,3.833072
14d1bfc,5,4.0143995
150d761,4,4.2629023
1545f83,3,2.8867068
154607a,1,2.8902254
15487ff,2,2.6236382
1549de8,5,4.2251086
1574cc3,2,1.8712338
157c8cb,3,2.963191
158f63a,2,2.129233
1594f2b,3,3.4243972
15c0b38,2,2.0325308
15dc62e,4,3.470834
15dc957,4,3.37357
15eb254,1,1.5783215
15ee7ec,3,3.562144
15f01fe,3,2.627077
15f3aec,3,2.499951
162bdec,2,3.452569
16395a4,6,4.5348334
163e68c,3,3.0882876
1649f13,3,2.471074
165492b,3,2.5836086
165ce2a,3,4.048533
16ba2ef,3,3.4196534
16c5b83,1,1.2697735
16e1b85,4,3.2183397
16ea9a9,3,3.160287
17031a2,2,1.7175963
170bb86,2,2.5140991
1721dd2,4,3.899141
1723e93,3,3.3888652
1727daa,3,2.9678967
173dc95,4,4.2576
1740c90,2,2.4548144
1744fe2,2,2.2176907
17476df,3,3.462041
174b49c,3,3.643764
175da5d,3,3.3679922
176fce7,4,4.020544
176fde9,4,4.223137
177409b,2,3.0138245
1787e2c,3,3.3456006
17a53e0,4,3.5821662
17eb73a,3,2.9772615
17f9ee0,3,3.4961224
18327f9,2,1.8097751
18397b4,3,3.7268288
1840279,3,2.33672
1845963,2,2.5952454
184a02e,4,4.7962685
184b77b,2,2.7135534
184bad3,2,2.1986413
1859a6b,3,2.843729
186845e,2,1.5614371
1872cf4,3,3.1331184
1872f71,4,3.3609006
188d7b9,3,2.352186
188dc58,4,4.3400545
18a40e7,3,3.6770065
18bd3da,3,2.9799776
18c3c09,2,1.8787358
18d08e8,4,3.9146838
18df808,2,2.59879
18f8ef2,1,1.938067
1900da1,4,3.574391
190c3fe,4,3.7399693
1911daf,5,4.809481
1917eb2,2,2.9104633
191f567,1,2.6382754
1924ce2,4,3.9110506
192cc79,3,2.9212265
1944ada,5,4.1116695
19518a6,2,2.8131485
1952ebf,3,2.6283786
195769a,3,2.697716
1961fb2,2,2.2011967
19676b0,4,3.2339222
19712ee,2,3.6627638
198070f,4,3.842575
198c196,2,2.1564183
19953a8,4,3.8995485
19a9f1b,3,3.379081
19d2d0a,4,3.2327182
19d3181,1,1.8542995
19d7b55,4,3.4751303
1a0ee90,3,3.1457086
1a17d8e,2,3.0169628
1a19cfb,4,4.102029
1a252f8,4,3.8567786
1a289be,4,3.0535822
1a401ae,4,4.3416233
1a57ee0,3,3.1218224
1a5ce0c,1,1.5529141
