essay_id,score,raw_pred
001ab80,4,4.2585106
001bdc0,4,3.598813
0033037,2,2.0604396
0066c7c,2,2.2711587
0072128,4,3.841934
0079f2a,2,1.1449978
0081f18,3,2.6604147
008341a,3,2.8054814
0084f6c,4,3.6395411
00a3575,2,1.9409077
00a4469,4,3.1229143
00a6693,4,3.9458113
00aa6de,2,2.111656
00b2fe2,4,3.8531117
00b3311,4,3.0407796
00ccc2d,4,4.4089174
00d576b,1,2.7819169
00e5687,3,2.9191709
00eabc5,4,4.3643417
00f6ac7,3,3.3738396
00fca9b,3,2.1478329
00feec3,2,1.4164647
0105e2e,2,1.9622062
01290ec,3,3.9177756
012f8f0,3,3.0484998
013ac83,4,3.9730325
014eba6,1,1.4065032
016ed64,4,3.3134258
0187e96,4,4.0877523
018985d,3,3.5085835
01ad79e,2,1.72384
01c46fa,3,3.1236591
01c5073,3,3.5286508
01c5750,3,3.6630113
01c5e87,5,4.0995393
01e0bb8,4,4.2138405
01e78c7,2,1.9833288
01ec1a3,4,3.4837623
01f5682,5,4.0384254
0232fa2,1,3.2069175
024873e,3,3.7687361
025d46f,2,2.3960123
0264158,3,3.0352666
028d00e,3,2.462641
02a1c3a,4,4.1479497
02a7530,3,3.2912605
02a7cff,2,3.715112
02a9d14,3,2.7328434
02b6da9,1,1.5444434
02f131c,3,2.5262938
02f14c6,4,2.2836552
030b9ea,2,2.594235
0329d02,2,1.7462934
034dbcf,2,1.6000494
035e589,4,4.1083546
035fd2d,3,2.8934274
0364075,2,2.3099146
03c7046,2,3.5046895
03da458,4,3.808803
03dc26a,2,2.6379619
03f958f,3,3.6340299
03fb253,2,3.0320098
03ff4c1,3,3.3720791
043d7ad,3,3.361267
044b201,4,3.8546429
045fabf,2,2.4227123
04b4ad6,3,2.6744723
04c4f26,3,3.0434725
04cecb6,3,3.752348
04d3f9c,4,3.6756368
04e1cec,3,3.8429298
04e6cd8,2,2.3782158
04f47a5,4,3.5700448
04fcfb0,4,3.6401284
0514ba2,3,3.316155
0519419,4,3.3139677
0539a44,2,2.3155224
0544d67,2,2.3694057
0545b94,3,3.420471
0548f53,2,1.9185562
05508b4,2,2.1019514
05580e1,3,2.8400946
05592d5,5,4.422017
056a4a4,4,4.055566
056f9ed,3,2.9975052
05adbff,3,1.8621598
05b31a1,3,3.2568746
05c8b2d,3,1.9234138
05c94e5,3,3.8010044
05d73d1,2,2.9319117
05fa43a,3,2.815949
05ff7b3,3,3.7120993
06047ac,2,1.6293137
060694e,3,2.8111527
060a4e7,1,2.6874223
0613e60,3,3.0963273
062455d,3,2.5035343
0635458,3,3.4563782
0642363,2,2.1703317
0644f5b,4,3.5171165
065c240,4,4.1350713
06633fa,3,4.0703387
0667fd7,3,3.8203752
0670d67,5,4.560742
06743f8,3,3.3323321
0674a38,4,3.491046
067d842,2,2.1281967
0689c67,5,4.432483
068aea7,3,2.88984
069cd67,4,4.172472
06a0e57,3,3.2396965
06a9e1d,2,2.2482212
06a9e59,3,3.620152
06aa059,2,2.1719832
06be122,2,1.7457268
06c3439,2,2.1250737
06c92ec,3,2.1510062
06cf397,4,4.196417
06d32ab,4,3.8939571
06e2db4,6,5.0626025
0719241,3,3.271182
0760ba5,3,3.1649091
0760f30,4,3.4992702
076539f,1,1.0356181
077377d,3,2.3141816
078c66d,4,3.6993108
07b76d3,4,3.830076
07c589a,2,1.9842968
07d2045,1,1.7980841
07e11fc,3,3.5729015
07e4b76,3,3.485188
07f4106,4,3.9572427
0819c99,3,2.258579
0821b94,3,3.5683184
082e9df,4,3.6805692
08407fe,2,1.6723284
0848273,4,2.8678951
084cdc4,2,2.4806209
