essay_id,score,raw_pred
001ab80,4,4.4602222
001bdc0,4,3.6194863
0033037,2,2.1147594
0066c7c,2,2.287746
0072128,4,4.0311537
0079f2a,2,1.1817225
0081f18,3,2.6387572
008341a,3,2.8539152
0084f6c,4,3.743671
00a3575,2,1.8825206
00a4469,4,3.1441748
00a6693,4,4.0827045
00aa6de,2,2.044808
00b2fe2,4,3.9456515
00b3311,4,3.1378517
00ccc2d,4,4.5040417
00d576b,1,2.923203
00e5687,3,2.9007578
00eabc5,4,4.547569
00f6ac7,3,3.3233888
00fca9b,3,2.0972188
00feec3,2,1.271512
0105e2e,2,1.9257393
01290ec,3,3.991934
012f8f0,3,3.0469701
013ac83,4,4.087791
014eba6,1,1.4800482
016ed64,4,3.352652
0187e96,4,4.2699513
018985d,3,3.62388
01ad79e,2,1.8538213
01c46fa,3,3.1881225
01c5073,3,3.6357083
01c5750,3,3.732409
01c5e87,5,4.2649307
01e0bb8,4,4.3555293
01e78c7,2,1.8799983
01ec1a3,4,3.5982604
01f5682,5,4.2252135
0232fa2,1,3.2684553
024873e,3,3.9739118
025d46f,2,2.4848068
0264158,3,3.027496
028d00e,3,2.3807611
02a1c3a,4,4.3472395
02a7530,3,3.305831
02a7cff,2,3.7635956
02a9d14,3,2.8016477
02b6da9,1,1.6630291
02f131c,3,2.5809238
02f14c6,4,2.1251206
030b9ea,2,2.667954
0329d02,2,1.8134725
034dbcf,2,1.6151834
035e589,4,4.245818
035fd2d,3,3.0470867
0364075,2,2.31232
03c7046,2,3.660304
03da458,4,3.899245
03dc26a,2,2.728834
03f958f,3,3.7580569
03fb253,2,3.2678242
03ff4c1,3,3.4991288
043d7ad,3,3.2612085
044b201,4,3.9652114
045fabf,2,2.401361
04b4ad6,3,2.7653606
04c4f26,3,3.1500967
04cecb6,3,3.8693962
04d3f9c,4,3.6265268
04e1cec,3,3.851256
04e6cd8,2,2.2787542
04f47a5,4,3.666923
04fcfb0,4,3.8069077
0514ba2,3,3.5240092
0519419,4,3.4042268
0539a44,2,2.3097785
0544d67,2,2.5845985
0545b94,3,3.6746056
0548f53,2,2.0426993
05508b4,2,2.0788927
05580e1,3,2.9094403
05592d5,5,4.5548997
056a4a4,4,4.1509314
056f9ed,3,3.0365186
05adbff,3,1.8995634
05b31a1,3,3.3794277
05c8b2d,3,1.8513672
05c94e5,3,3.937993
05d73d1,2,2.693323
05fa43a,3,2.8513687
05ff7b3,3,3.5867484
06047ac,2,1.8535562
060694e,3,2.8811054
060a4e7,1,2.627967
0613e60,3,3.1794417
062455d,3,2.4065228
0635458,3,3.5682306
0642363,2,2.2410815
0644f5b,4,3.5385313
065c240,4,4.204315
06633fa,3,4.1835685
0667fd7,3,3.8806207
0670d67,5,4.683039
06743f8,3,3.4803958
0674a38,4,3.605832
067d842,2,2.0254865
0689c67,5,4.705282
068aea7,3,2.8191242
069cd67,4,4.3884883
06a0e57,3,3.3986366
06a9e1d,2,2.306377
06a9e59,3,3.742887
06aa059,2,2.2986593
06be122,2,1.7758608
06c3439,2,2.106388
06c92ec,3,2.1799393
06cf397,4,4.2114663
06d32ab,4,3.9016588
06e2db4,6,5.0734572
0719241,3,3.29825
0760ba5,3,3.2947466
0760f30,4,3.565909
076539f,1,1.0557958
077377d,3,2.3449748
078c66d,4,3.800642
07b76d3,4,3.9119148
07c589a,2,1.880426
07d2045,1,1.7389152
07e11fc,3,3.7293472
07e4b76,3,3.639762
07f4106,4,3.9717712
0819c99,3,2.310319
0821b94,3,3.6754596
082e9df,4,3.595508
08407fe,2,1.7149175
0848273,4,3.0401208
084cdc4,2,2.5048625
085092e,2,2.149657
087c663,4,3.5697823
0882383,3,3.4362915
088c6ac,3,3.6507032
089a7f7,3,2.3865454
089aae3,2,3.4857173
08c6a31,4,3.7005754
08cd1b8,1,1.1093763
08cdf6e,5,4.4115143
08d9638,4,3.5089855
08dcd91,3,3.2347393
08fa0b3,3,3.1707993
0909271,2,3.0011904
092a3b6,3,2.5243206
09330dc,2,2.6756773
093da21,3,2.8291996
095f993,3,3.355462
096eae9,3,3.1613536
0973664,3,3.4562912
09763fb,3,3.4538112
098c450,2,3.0706954
098d10a,5,4.2782
099fc28,1,1.2368051
09a04e4,4,4.0687265
09a62eb,4,3.7989368
09b1b24,2,2.7483282
09c4d28,3,3.1666408
09cc092,4,4.5267315
09e2b3e,3,2.7250242
09fc519,4,3.6305366
0a30626,2,2.7207046
0a31cd0,4,3.1707828
0a45f39,1,1.7288554
0aa8caf,2,2.123659
0aae146,6,5.2504344
0abf87b,4,4.07549
0ac8051,2,2.5286899
0acad9f,2,2.114233
0acae1e,3,3.2335029
0add2dc,3,2.8028302
0ae1dee,4,3.7152553
0ae3894,3,3.0179272
0afe6a6,4,4.131574
0b0644a,4,3.6704776
0b15a66,3,3.8312893
0b1ab1d,2,1.6621704
0b23a57,4,3.957547
0b271eb,3,3.5590377
0b35fa9,2,2.6354258
0b3ab03,3,2.7877362
0b488e9,3,3.18285
0b4b11b,2,2.8772388
0b4df74,4,3.7307274
0b4ecc7,2,2.3259494
0b568f9,3,2.941063
0b5971b,3,3.0924184
0b5c44b,5,4.1110206
0b88519,4,4.3940477
0b8ed23,3,3.9439006
0b8fea3,3,3.097517
0b9274e,3,3.639495
0ba78ec,3,2.2813277
0bbaaee,3,2.4582987
0bc43f3,4,3.8411956
0bc541d,4,3.8867123
0bf03a7,2,2.9548292
0bfeec7,4,4.3659954
0c02064,4,4.1333303
0c09020,4,3.9932241
0c0b284,3,3.7627468
0c4420d,2,2.1207418
0c4ede2,4,4.6246977
0c560ab,3,3.2522156
0c5c345,2,2.8549862
0c66cb3,3,3.4996529
0c720f3,2,1.5328993
0c72406,1,1.0943582
0c8039c,2,2.8304777
0c9029c,3,2.6543682
0c9c20d,2,1.4289004
0c9e34e,3,3.367582
0cb15fe,2,1.9480271
0cd7e90,3,3.3181896
0cd96ea,1,1.1476789
0cecb68,3,2.7726827
