essay_id,score,raw_pred
000d118,3,2.4697897
0040e27,3,3.2052944
0047cb3,2,2.1412282
005a72e,4,4.1288986
00d027f,3,3.1002507
00e047b,4,3.8180258
00f3984,2,2.2270885
00f6383,3,3.572452
00fd564,3,3.1071262
01247bc,2,2.625031
01267d1,1,2.663224
014f1b3,2,1.4688246
0151c0f,4,3.9533207
0156ea6,1,1.1207824
016010c,5,4.4954586
01665d5,3,3.0512674
01846d8,2,1.6948059
018fbeb,2,2.8533654
01a0d33,3,3.519702
01a53e1,4,3.0736976
01ae85f,3,3.4853542
01b55c8,4,4.4738894
01bb061,1,2.8050234
01bb2f3,2,3.056949
01c3e09,1,1.4189665
01cbe3d,4,3.5657048
01dabde,5,4.7493615
01e64c4,2,2.0989676
0210900,2,2.0184088
0211cb6,1,3.1577497
021271e,3,2.8391037
0220c9f,3,2.9759288
0224c63,2,2.5736437
022a010,5,4.057928
023c138,4,3.9007914
0281195,2,2.3210506
0286af8,2,2.683454
0296469,3,4.0006547
02da02a,3,3.7565565
02f6c8a,5,3.9691436
0302537,3,2.6785293
030cf8b,3,4.0304337
031ab01,4,4.0985937
03237a6,3,3.6217659
0331f55,4,4.0958605
035e3c7,3,3.749649
0374dae,3,2.3891053
037545d,4,3.9006474
039b748,4,3.5819674
039fed8,2,2.7603354
03c0382,4,3.7766876
03c75d3,4,4.195224
03ca725,3,2.5242085
03ce0a7,4,3.8022132
03d8fe8,4,3.9939406
03ee9ea,2,2.2550678
03ffbb2,2,2.8043394
04030c7,3,3.7685795
04128c7,3,3.0832984
0425a6e,3,2.994584
042b0cd,4,3.554542
043d5a8,2,3.1597588
044a23f,3,3.6446114
046d467,1,1.1541573
047a377,3,2.6579115
04a4399,4,3.9079785
04af4e1,1,1.9081701
04b354e,5,4.530511
04d0713,2,1.7816058
04dbd25,4,4.092825
04df837,4,3.530305
04e1177,2,1.8166602
0502b23,3,2.956655
051429c,3,1.5933098
0516f28,1,1.5131826
053fa01,3,2.4146047
0550fb1,3,3.0545714
05806ed,3,3.123659
0581013,2,2.1020408
05aacdb,4,4.1229897
05b01a4,3,3.419915
05bcd1b,2,1.4859941
05c2752,2,2.028438
05dcee6,2,2.064073
05e1eae,2,1.829097
05f81ce,4,4.1541557
0607ed1,3,3.807483
0630503,3,2.8246906
06333c3,3,2.2617397
0640912,4,3.890418
0649f8e,2,1.9271746
0657f4c,2,1.5283349
0679f5a,4,3.4900687
067a23d,2,1.7801368
0681136,3,2.8221765
06a9fdf,3,2.738612
06aa705,2,1.9347992
06e25aa,2,3.0719209
06ef6d4,3,2.4182634
070faae,3,3.8488398
0711276,2,1.644647
071bcae,1,1.7687798
071dba8,3,2.9855747
073d5b0,4,3.3683443
074ba84,3,2.053741
074fd98,4,3.9535778
077cf8e,2,2.0048137
07845e1,4,3.306625
078f997,3,2.5016475
07a14a5,6,4.229807
07b6ce2,2,2.0447526
07c7556,4,3.6369781
07cde52,4,3.6447017
07ce28e,3,3.7409368
07d41ed,6,4.218156
07eb783,2,2.174739
0802a6e,2,2.0507307
0804daa,1,1.1510042
081b620,3,2.9838448
08519b2,5,4.912596
085f158,2,3.5352905
0870f09,3,2.964795
0890d0b,4,3.93647
0890e40,3,2.7971048
089b9f0,3,3.3025277
089e8f5,4,4.0715785
08a4217,3,3.737696
08a4c92,4,4.044683
08c3b51,4,3.8299453
08cec1d,4,4.7251234
08d4d59,4,3.9902747
08e4b2e,3,2.9025507
08f129d,4,3.2721586
08fbb47,5,3.9445906
0906ee2,5,4.513995
090c52d,2,3.0939212
0912e51,2,3.3846164
0916c73,4,3.9091654
0916f2c,4,4.047052
091a8ca,3,3.0448835
0926d5e,3,2.855566
0952aee,4,3.8156848
0958685,3,3.0538893
095d62a,4,3.8704972
0962f2b,1,1.4683049
0966167,2,1.9784077
0980c17,2,3.6127472
098d6c6,2,2.042882
0999761,4,3.8417053
09a7f87,3,2.8622808
09b1823,3,2.4057703
09b7da8,2,1.853044
09c97ba,2,2.579288
09e6583,4,4.4322586
09e971b,4,3.4526703
0a01969,4,4.0229383
0a0388e,2,2.1754148
