essay_id,score,raw_pred
002ba53,3,3.216072
0030e86,4,3.8166032
0036253,2,2.8241682
004229b,2,2.049422
006d0e1,4,4.046999
0079938,3,2.6757674
0087059,1,1.4977398
0098ef4,4,4.062323
00a6e71,2,3.0410488
00bee4c,3,3.2681801
00cb5dc,2,1.972188
00da297,3,2.6911108
00daaa2,3,3.2448742
0123792,4,4.0896664
012c9be,2,1.7890887
0155be4,3,3.1642318
015ac93,3,2.6420188
01711c3,3,3.785832
018ff85,4,3.9679594
019e8c3,3,3.3765533
01b9b63,2,2.0727282
01bd69c,3,2.3678055
01c1169,3,2.9284213
01c8f7a,2,1.9266796
01d0836,2,2.6627116
01d2df1,4,3.9622269
01d6e7e,3,2.1500084
0200fbc,3,3.2006176
0226250,4,3.26787
0226c11,3,2.9569948
0227e67,4,3.96954
022b620,2,1.3812407
0232d34,2,2.172875
024a3bb,2,2.2266304
026355a,4,3.7970572
0269b85,3,1.728847
0273b7b,3,3.1631386
0293f31,3,4.079231
02a059f,4,3.5979805
02ab5d2,5,4.1151323
02c1ebd,3,3.2921267
02cbcbc,4,3.8611107
02cfa15,2,2.2659588
02d0224,2,2.193207
0305a15,1,1.7850356
0318358,3,3.2305052
031bbb0,3,3.0639281
031e4d6,3,2.9300964
03205e9,4,3.543328
03314fd,3,3.451993
0347bb4,3,2.8298001
03630c7,3,3.424205
03705ca,4,4.0532084
038fd62,3,2.1997027
03ae0c4,3,4.246312
03afc1e,2,2.0968485
03d074f,4,3.8713613
03e687e,3,3.9043117
03e804e,1,1.9228451
03ec474,3,3.011062
03f2d76,3,3.0989392
042167f,2,3.3370855
042dc86,3,3.1735723
043e1a0,3,3.046388
045c7fb,4,3.7090144
0461df3,2,1.6613821
046e84a,3,3.2756119
046efe7,3,2.9681177
048b9b6,4,4.208523
04b6e9b,2,2.42815
04bc9b6,4,3.994785
04d13e6,3,3.8469162
04d409d,4,4.2166977
04da4bf,3,2.991711
04e00f8,2,1.8530903
04ea96d,3,3.5409603
04ec9a4,3,3.847188
04f1fc3,1,1.301288
051c46a,3,3.089286
053f99e,1,1.7722071
0540b80,4,3.7543883
054b8f9,3,2.840693
056394c,4,3.8637724
058ecd3,3,3.5848827
059af98,3,3.5253153
059f496,2,2.2448475
05ae003,2,3.328711
05cb18a,2,2.1036506
06041d8,3,3.0240097
0608fab,3,3.09154
060d2bb,3,2.2747416
06235e1,4,3.984139
0639535,4,3.9342532
0640183,3,3.268682
06673c8,4,4.164426
06766be,3,3.3310852
0678715,2,2.039531
0683ac3,3,3.503905
0687af4,5,4.0959945
068ad55,3,3.1203132
0693237,2,3.2874753
06b51cb,3,1.5058215
06bad05,2,2.0502124
06c3953,5,4.0969048
06c7026,3,3.7882993
06cbce6,3,3.110824
06d6248,3,2.9743881
06fa3b6,3,3.9290426
07122f0,2,3.1159778
07309cb,1,1.2593166
0759934,2,2.2943232
076f000,2,2.0055685
0778075,2,2.461741
077eeea,2,1.5487796
079a340,3,2.8306923
079b107,4,3.8840704
079e8bb,3,3.9471064
07a2516,3,2.4680538
07a6b84,2,2.053854
07a7832,2,1.9296546
07d6f42,3,3.44429
07e7133,4,4.0438986
07e96aa,3,2.9025745
07f8601,3,2.530687
0811694,4,4.174176
08133fe,3,2.9220042
08296be,2,2.1689353
0840ed9,2,2.3905249
0870d64,3,2.68387
087f29f,2,2.933806
088bb4a,3,3.1477926
0892cb5,2,2.3609202
08dab5c,3,3.4548702
08dac82,3,2.7701778
08e2ae1,2,2.5474577
08ef617,1,1.7002785
08f22e9,3,2.4558918
091eaf0,1,1.428599
0931a6e,4,3.8588243
0967e3f,2,2.7396388
096aa1c,2,1.9874761
096b178,4,3.429508
0975e3f,4,3.9228914
09b7afb,4,3.633737
09c0506,5,4.383346
09c5771,2,3.1381326
0a22908,6,4.6402626
0a31858,1,1.3267088
0a35ec7,2,1.7193524
0a41d42,2,1.6934564
0a48500,4,3.466773
0a494e5,3,2.1273634
0a54018,4,3.0759254
0a67e11,3,3.486245
0a98eef,3,3.168336
0aa6277,1,1.0752561
0aa9cee,3,2.4936218
0aaf5f1,1,1.3524821
0ab5467,3,2.2676942
0aba46b,3,1.9885736
0ac3c47,2,2.6550894
0ad0588,3,3.3938942
0ad08bd,2,1.7744948
0ad4de2,3,3.302544
0ada1e2,1,2.0898156
0adafa7,3,2.9062467
0aefcef,2,2.5302982
0af56e8,4,3.5191512
0b2a399,3,3.1341221
0b53b04,3,2.893999
0b62ebe,2,2.6230245
0ba0a50,4,3.8801877
0ba4fc3,3,2.9510028
0bb2665,3,2.7561116
0be5034,2,2.0880353
0beb053,3,2.2400618
0bfe967,2,2.2414365
0c0463c,5,4.7940927
0c172e6,2,2.0145435
0c5ec1c,3,3.113654
0c63220,3,3.04294
0c76268,3,3.046798
0c8a07d,2,2.4885907
0c8f97b,2,2.3346395
0cae471,5,4.1007147
0cb54b1,2,1.7054818
0cd1679,2,2.4357145
0cdb059,3,3.113151
0cdc0d0,2,2.9151032
0cf8c55,3,2.5397098
0d20e93,2,2.0810199
0d34dea,1,2.3118334
0d57890,3,2.8961933
0d5a937,4,3.200004
0d5afc5,3,3.538802
0d8bfc5,3,2.9942977
0da2967,4,4.0883923
0da70c3,3,2.5612168
0dbae6d,2,1.9202951
0dbc16f,2,2.382166
0dc6aae,2,1.5097342
0dc777f,3,3.373766
0dd2328,3,3.1705022
0de71cb,4,3.9946485
0df2499,1,1.5787961
0df2924,3,1.9541112
0e0ef1b,2,2.6804028
0e289bb,2,1.9859344
0e46514,4,4.0057273
0e47da5,3,2.5757113
0e51031,3,2.8347015
0e7154c,3,3.2713723
0e78aef,2,2.111224
0e7a613,4,3.0440004
0e86176,3,2.9550104
0e8864c,4,3.986754
0e9a9d3,1,1.3925117
0ea1c1f,4,3.5544248
0ea87c4,1,1.068116
0eb0013,4,4.0700817
0ef4f4f,4,3.6932554
0f01b9a,4,4.045084
0f18dcd,4,3.9644876
0f1ab9c,4,3.7967386
0f393ae,5,4.276339
0f79e39,3,3.74656
0f7cc68,3,2.65029
0f820c4,1,1.1425058
0f87684,3,3.6733816
0fa8295,4,3.889727
0fc04b5,4,3.7640529
0fc2a56,3,3.5908613
0fcadb2,2,2.633342
0fcc1b3,4,4.1350956
0fe6787,2,3.0462265
0fe6e52,3,4.279913
0ff5475,2,2.9217367
0ff64dd,4,3.587636
102a358,3,3.076013
102d4b2,5,3.99363
1035807,2,1.9116249
103c22b,2,1.8961811
103ff95,1,2.2321117
1042884,3,2.6412377
104c9c2,3,2.5588279
106d4c6,2,1.7053446
1072f17,2,2.4044437
10787dc,3,2.2056367
1084b79,4,2.9851494
10aea63,4,3.808733
10b6dea,4,4.0079737
10be2a0,2,3.199879
10e0b91,2,1.6102715
10ee01f,4,3.6619792
10fe8cc,4,3.673735
1111bf7,2,1.4525696
111b844,5,4.835191
1125efc,3,2.9187284
112a3fc,2,2.1483393
117597e,4,3.7730396
118557a,3,2.8223643
1196de9,4,3.4810932
11a8058,1,1.4044557
11aa299,3,3.8801832
11b3326,3,2.3324332
11bc37a,2,2.0162706
11bdb65,4,4.249353
11d450b,2,3.121268
11dca95,4,3.372862
11eda40,1,1.0469741
11f89ce,3,3.667595
121259d,1,1.5758677
1221dcf,2,2.7597966
1226107,2,2.938467
1237e4d,2,3.2342582
123dd58,3,3.9172351
124fff0,3,3.0446289
127b51e,4,3.9280381
127bdc7,2,2.694737
127e739,4,3.8632083
1280d6a,3,3.0449393
129237b,1,2.301568
129f0da,2,2.2292223
12a1427,5,3.9503167
12a72bd,4,4.2707176
12b48f2,2,2.545816
12cfb98,4,3.6307735
12e08a3,3,2.2330866
12e0df6,2,2.0640886
12e8e0b,3,2.9679728
12ec7bb,3,3.442182
12f28ff,2,2.1309175
12ff706,4,3.8986888
130c73a,4,3.163785
1315576,3,3.2074447
1319f06,4,4.002715
131b17a,2,2.0747929
1343a02,3,2.4331203
135c9a2,3,3.5841427
135d4e6,3,3.8722425
135eb15,4,4.071424
13637e9,4,2.8946314
13724f7,3,3.0554378
1379de4,2,1.8548954
138ecab,4,3.864457
139293a,4,3.950745
13aa520,4,3.9865458
13ae3c3,3,4.009407
13c7a43,4,4.1138644
13d0391,1,1.1144377
13e2e99,4,3.8898835
13f1eb5,2,2.2542248
13f75ec,5,4.2795453
13f9359,3,3.0343745
140846f,4,3.950503
140eb3b,4,3.7691438
141f147,4,4.3270044
142f458,3,2.9141688
144074a,3,3.0998583
144a332,3,3.6931887
1469a70,2,2.001262
14a1792,5,4.1401587
14b3ac5,3,3.8490489
14c579b,3,3.7278037
14d1bfc,5,3.9513235
150d761,4,4.1300683
1545f83,3,3.0037193
154607a,1,2.7334652
15487ff,2,2.358871
1549de8,5,4.1628056
1574cc3,2,1.8693173
157c8cb,3,2.8179073
158f63a,2,2.16083
1594f2b,3,3.423647
15c0b38,2,2.0454803
15dc62e,4,3.432951
15dc957,4,3.2638779
15eb254,1,1.7769732
15ee7ec,3,3.5567217
15f01fe,3,2.7122078
15f3aec,3,2.6174748
162bdec,2,3.4007084
16395a4,6,4.4493556
163e68c,3,2.9685163
1649f13,3,2.517308
165492b,3,2.497837
165ce2a,3,3.9863305
16ba2ef,3,3.4927871
16c5b83,1,1.1788275
16e1b85,4,3.0272987
16ea9a9,3,3.128595
17031a2,2,1.8110745
170bb86,2,2.5216336
1721dd2,4,3.8725536
1723e93,3,3.3555005
1727daa,3,2.9545636
173dc95,4,4.126704
1740c90,2,2.384559
1744fe2,2,2.2270935
17476df,3,3.4112577
174b49c,3,3.7731113
175da5d,3,3.3140874
176fce7,4,4.0199127
176fde9,4,4.1878614
177409b,2,2.9965014
1787e2c,3,3.2145422
17a53e0,4,3.645279
17eb73a,3,3.014239
17f9ee0,3,3.3174455
18327f9,2,1.8756644
18397b4,3,3.7052581
1840279,3,2.201088
1845963,2,2.8255253
184a02e,4,4.570913
184b77b,2,2.7023082
184bad3,2,2.2282548
1859a6b,3,2.864479
186845e,2,1.6476847
1872cf4,3,3.1984763
1872f71,4,3.336662
188d7b9,3,2.5649612
188dc58,4,4.293151
18a40e7,3,3.6884303
18bd3da,3,2.9009383
18c3c09,2,1.85326
18d08e8,4,3.9218652
18df808,2,2.698855
18f8ef2,1,1.8199058
1900da1,4,3.5879624
190c3fe,4,3.78681
1911daf,5,4.40864
1917eb2,2,2.8461337
191f567,1,2.7202435
1924ce2,4,3.9024124
192cc79,3,2.8211744
1944ada,5,4.0937486
19518a6,2,2.843482
1952ebf,3,2.81502
195769a,3,2.8860097
1961fb2,2,2.0170074
19676b0,4,3.482617
19712ee,2,3.54391
198070f,4,3.88865
198c196,2,1.9275253
19953a8,4,3.8907952
19a9f1b,3,3.3921304
