essay_id,score,raw_pred
001ab80,4,4.3215
001bdc0,4,3.6264856
0033037,2,2.08134
0066c7c,2,2.1793196
0072128,4,3.9180388
0079f2a,2,1.2065849
0081f18,3,2.6863346
008341a,3,2.9004402
0084f6c,4,3.6020415
00a3575,2,1.8016806
00a4469,4,3.022772
00a6693,4,3.949627
00aa6de,2,2.054081
00b2fe2,4,3.8863485
00b3311,4,3.048802
00ccc2d,4,4.2933636
00d576b,1,2.8704987
00e5687,3,2.8610973
00eabc5,4,4.462772
00f6ac7,3,3.2916667
00fca9b,3,2.1272764
00feec3,2,1.2987306
0105e2e,2,1.9722421
01290ec,3,3.895902
012f8f0,3,3.013698
013ac83,4,3.9975564
014eba6,1,1.2463102
016ed64,4,3.3346224
0187e96,4,3.9598083
018985d,3,3.398075
01ad79e,2,1.8996873
01c46fa,3,3.0676885
01c5073,3,3.6188848
01c5750,3,3.6560402
01c5e87,5,4.067565
01e0bb8,4,4.140588
01e78c7,2,2.0428457
01ec1a3,4,3.6957045
01f5682,5,4.0834064
0232fa2,1,3.0436282
024873e,3,3.8719373
025d46f,2,2.4150631
0264158,3,2.9231863
028d00e,3,2.4489827
02a1c3a,4,4.0288134
02a7530,3,3.3998568
02a7cff,2,3.700808
02a9d14,3,2.8271732
02b6da9,1,1.740926
02f131c,3,2.1072798
02f14c6,4,2.4749122
030b9ea,2,2.6599338
0329d02,2,1.8322742
034dbcf,2,1.8107202
035e589,4,4.01874
035fd2d,3,2.9478216
0364075,2,2.1394746
03c7046,2,3.869147
03da458,4,3.7195563
03dc26a,2,2.6438885
03f958f,3,3.730955
03fb253,2,2.9961905
03ff4c1,3,3.5941842
043d7ad,3,3.3485441
044b201,4,3.9705346
045fabf,2,2.2742035
04b4ad6,3,2.7069545
04c4f26,3,3.204183
04cecb6,3,3.8505087
04d3f9c,4,3.6192536
04e1cec,3,3.6031213
04e6cd8,2,2.3131387
04f47a5,4,3.6661932
04fcfb0,4,3.8212976
0514ba2,3,3.312859
0519419,4,3.6415956
0539a44,2,2.6953151
0544d67,2,2.5268903
0545b94,3,3.5278583
0548f53,2,2.0730226
05508b4,2,2.0378296
05580e1,3,2.8789444
05592d5,5,4.306889
056a4a4,4,3.9641464
056f9ed,3,3.0012968
05adbff,3,2.1117344
05b31a1,3,3.1446679
05c8b2d,3,1.8644603
05c94e5,3,3.9041412
05d73d1,2,2.7521944
05fa43a,3,2.8693516
05ff7b3,3,3.579217
06047ac,2,1.7097702
060694e,3,2.96628
060a4e7,1,2.857496
0613e60,3,2.9376426
062455d,3,2.3203225
0635458,3,3.5734499
0642363,2,2.2014465
0644f5b,4,3.0673373
065c240,4,4.037328
06633fa,3,4.04813
0667fd7,3,3.7371802
0670d67,5,4.4919825
06743f8,3,3.3813276
0674a38,4,3.4730847
067d842,2,2.1551738
0689c67,5,4.2658095
068aea7,3,2.8698032
069cd67,4,4.178447
06a0e57,3,3.2915146
06a9e1d,2,2.293345
06a9e59,3,3.7243242
06aa059,2,2.1211977
06be122,2,1.8514957
06c3439,2,2.0657964
06c92ec,3,2.1913161
06cf397,4,4.036228
06d32ab,4,3.7494588
06e2db4,6,5.2645926
0719241,3,3.1502938
0760ba5,3,3.1206968
0760f30,4,3.522413
076539f,1,1.0440661
077377d,3,2.5871224
078c66d,4,3.7792974
07b76d3,4,3.8536477
07c589a,2,2.0483146
07d2045,1,1.7104288
07e11fc,3,3.530273
07e4b76,3,3.5238333
07f4106,4,3.8959932
0819c99,3,2.1628008
0821b94,3,3.740468
082e9df,4,3.6517894
08407fe,2,1.8033216
0848273,4,3.090892
084cdc4,2,2.49944
085092e,2,2.345202
087c663,4,3.42087
0882383,3,3.4794462
088c6ac,3,3.5918756
089a7f7,3,2.2939067
089aae3,2,3.4207137
08c6a31,4,3.6556811
08cd1b8,1,1.1564337
08cdf6e,5,4.255924
08d9638,4,3.4516582
08dcd91,3,3.0158978
08fa0b3,3,2.988336
0909271,2,2.9772458
092a3b6,3,2.5677085
09330dc,2,2.5612383
093da21,3,2.842749
095f993,3,3.248644
096eae9,3,2.9947715
0973664,3,3.302823
09763fb,3,3.3099062
098c450,2,3.1001787
098d10a,5,4.0907526
099fc28,1,1.4559784
09a04e4,4,3.9833817
09a62eb,4,3.7229216
09b1b24,2,2.9961014
09c4d28,3,3.097673
09cc092,4,4.3029833
09e2b3e,3,2.7352786
09fc519,4,3.6117678
0a30626,2,2.566359
0a31cd0,4,3.0458536
0a45f39,1,1.8123128
0aa8caf,2,2.1814525
0aae146,6,5.2751064
0abf87b,4,3.948411
0ac8051,2,2.7977898
0acad9f,2,2.072623
0acae1e,3,3.2222373
0add2dc,3,2.753855
0ae1dee,4,3.7403255
0ae3894,3,3.0288599
0afe6a6,4,3.9778843
0b0644a,4,3.6717443
0b15a66,3,3.6956928
0b1ab1d,2,1.7441716
0b23a57,4,3.8214152
0b271eb,3,3.421303
0b35fa9,2,2.646772
0b3ab03,3,2.795283
0b488e9,3,2.9671187
0b4b11b,2,2.8189023
0b4df74,4,3.8260014
0b4ecc7,2,2.4044957
0b568f9,3,2.9210186
0b5971b,3,2.7480502
0b5c44b,5,4.009484
0b88519,4,4.214115
0b8ed23,3,3.8676121
0b8fea3,3,2.9715579
0b9274e,3,3.739628
0ba78ec,3,2.2501984
0bbaaee,3,2.4641633
0bc43f3,4,3.8212948
0bc541d,4,3.884551
0bf03a7,2,2.9558487
0bfeec7,4,4.0519776
0c02064,4,3.9598603
0c09020,4,3.9029603
0c0b284,3,3.8080199
0c4420d,2,2.0220652
0c4ede2,4,4.5124755
0c560ab,3,3.3441367
0c5c345,2,2.8947997
0c66cb3,3,3.365672
0c720f3,2,1.762528
0c72406,1,1.1397169
0c8039c,2,2.9017515
0c9029c,3,2.6891942
0c9c20d,2,1.6268353
0c9e34e,3,3.0759382
0cb15fe,2,2.0417893
0cd7e90,3,3.3455226
0cd96ea,1,1.1759901
0cecb68,3,2.759315
0cf0f8e,3,2.856774
0cf9088,3,2.4409344
0d0a0cb,4,3.7409978
0d125d4,4,3.7344146
0d28420,3,3.3300207
0d3b8e3,3,3.4203498
0d67d1f,3,2.0480366
0d7b70d,2,1.9550521
0d96a6c,2,3.9741871
0da50b1,4,4.0064178
0dba702,3,3.7164135
0dd72fb,4,2.9321423
0dec069,2,1.8927076
0df054c,3,3.5756087
0e02ecd,1,2.4664724
0e233ca,4,3.8645434
0e2b2aa,2,3.0564797
0e2b7d1,3,4.0059032
0e5feb0,4,3.9812534
0e6da97,2,2.8851678
0e88742,2,2.2584882
0e8c167,1,1.192421
0e918db,2,2.1399922
0ea0f0d,4,3.4141083
0ea9cf8,3,3.058901
0ebb30a,1,2.7884433
0ec99dd,5,3.9513922
0eca72b,2,2.1545177
0ed48ed,2,2.5601091
0edb7ff,3,3.5936577
0edee1b,2,2.7270153
0ee0e5c,4,3.9137957
0f1081a,2,1.5579791
0f200d8,3,3.1679728
0f3483e,4,3.8564513
0f52764,1,1.7047536
0f549ce,5,4.961816
0f7c6f3,2,2.1890018
0f7dda8,3,3.2393415
0f81127,5,4.6190634
0f89fad,3,2.8556328
0f8c08a,2,2.6666877
0f8c21d,4,3.1310365
0f91158,4,3.82167
0f93a88,4,3.918788
0fa3969,4,4.0848103
0fb8b19,3,3.7241917
0fc32e0,4,3.8920565
0fc8125,5,4.1149154
0fd322d,4,2.9938185
0feef16,5,4.2686825
100527c,2,1.9998353
101b994,1,1.4940747
102db72,4,3.2796774
10461dd,3,3.3564293
10642eb,2,2.335401
107348c,2,2.2975395
107c77b,4,3.966961
108d15e,4,3.7857463
1097d92,2,2.063712
10a41ed,2,2.222733
10a4863,2,2.8394642
10b3a40,4,3.859142
10b6508,5,4.2222934
10b9524,3,2.99395
10bf544,2,1.5951469
10ca44e,1,3.0163846
10cd7ba,4,3.2210782
1100c54,2,2.2521353
11160a7,4,4.158622
111c03c,2,2.6286154
111fe95,3,2.7239342
112f03f,3,3.0301068
1174cd2,3,3.000362
1178b7e,2,1.5719072
1180164,1,1.8643296
1181dec,4,4.0145254
1188040,4,3.2052586
1194992,3,3.4964628
11ab02b,1,1.9545981
11acec7,3,3.5842996
11aee92,2,2.5203028
11b1db5,4,3.6026843
11c06e0,2,2.3086643
11c28e1,3,3.6008987
11c2e4b,2,1.4103231
11c96ef,4,3.358649
11d9f84,1,1.3229834
11f80aa,3,2.6765747
121762e,2,1.9585723
12483a7,3,3.1934276
1251cb5,3,3.236754
12591b2,2,2.4812894
126046a,3,3.4306397
126c1a9,4,3.8331294
1287951,3,3.9273624
12a7aff,3,2.1988194
12b0d0a,3,3.904619
12bbf33,3,2.0247545
12f27c0,2,2.7261229
130935b,3,2.2519674
131a126,3,2.3197079
131b07d,4,4.0120516
1326f2f,4,3.768912
134b993,3,3.8471038
1361418,3,1.0900043
136edb6,3,3.7305334
137152d,3,3.8557873
1373710,3,2.8496513
1374701,4,4.703307
1374736,2,2.4335785
13a8ba8,3,3.8923235
13b6591,2,1.314168
13caa1f,3,3.3351052
13daa2a,3,3.6909544
13dd74d,3,3.9895835
13ed689,3,2.737936
14067fc,2,2.8494916
140b6e1,3,2.95994
1412e31,3,3.5151153
141c149,4,2.998344
142330b,2,2.0548804
143409c,3,2.3261013
144cd37,3,2.9038565
14675ef,4,3.9022985
146aae7,2,2.9020333
148f1e2,3,3.0705123
