essay_id,score,raw_pred
000fe60,3,2.9671988
0033bf4,3,3.0286517
00613e3,3,3.2547388
0065bd6,3,3.032646
006c931,3,2.9746702
007db64,2,1.8621267
00a541a,2,2.2776608
00c3589,4,3.342129
00d4911,4,3.3261685
00dd003,2,3.0711107
00e3edb,1,1.7183129
00ef89f,1,2.0444746
0163804,4,3.977059
019b862,2,1.9123262
019e2c4,3,3.6747298
01a39ed,4,3.938366
01bb07c,4,3.2660775
01ec06b,3,2.9865859
022d72e,3,3.1037815
0237cbd,2,2.763057
023ab53,4,3.3047135
0262618,2,1.4546953
0279487,1,2.0957503
027a1f9,2,2.0065608
02a1298,2,2.846737
02c0440,3,2.7593584
02cd88d,1,1.3334324
02d1c60,2,2.326849
02d481d,6,4.431022
02d8dd2,4,4.0095234
02dabc0,2,2.5683591
02ecf18,2,1.5508547
0307ec7,2,2.7128162
03194a0,4,3.469512
032153a,3,3.22219
032a3bf,2,4.1012197
032db9e,4,4.1322246
0338170,1,1.510818
033a27e,2,1.8796787
033aa4b,2,1.8694572
03448b6,3,2.509294
0345980,4,3.707024
035a4d2,1,1.218302
036e19b,2,3.2651484
036f820,3,3.2039096
0376bcb,3,2.5531573
037ac1f,3,3.0171502
039e817,2,2.2387075
03f8d0e,3,2.8918262
040ba87,4,3.7175343
040bb8a,4,3.9818988
041804e,4,3.941543
0429d4a,2,2.3949738
0435f85,3,2.824852
04575a9,4,3.9510193
0459116,5,4.317886
045fec2,3,3.7338283
0467e2a,4,3.961751
047bb6e,1,1.313434
047f2c6,3,3.073072
0493c5f,1,1.4129541
0499982,3,3.1843874
04a4c98,3,2.9561324
04a99cb,3,3.7622132
04af97d,4,3.9350812
04d2b73,4,3.729545
04db8d6,3,2.2247252
04defeb,2,2.184724
04ef8ff,3,3.1585464
04f8928,2,1.9947219
0509d92,4,2.8211358
05182bf,4,3.658257
054e4c8,3,2.3808765
0571af0,4,3.9420605
0595f5d,1,1.3439391
05b0858,4,3.7173932
05b37db,2,1.9910836
05c4acd,2,2.1684594
05cafcf,4,3.463525
05e6736,3,2.6893318
05efbec,4,3.8921468
05fa0f0,1,1.3503836
0608495,3,3.9522412
0616815,2,1.9763399
061ba37,2,2.6830432
0668f09,5,4.618895
06730ad,3,2.1829324
06939ab,3,2.7979665
069945c,3,3.0338435
06c7ba1,3,3.308532
06cb1df,2,2.2139351
06d752e,2,3.0563555
06ed983,3,2.975421
071de41,4,4.2157235
0728321,4,3.2497516
072c8a3,3,3.9138396
0742654,2,2.8118792
0746d1a,2,2.7300897
07492fd,3,2.7705464
074b43d,3,3.3936827
0760842,3,3.966902
0764c35,3,2.2128868
0767c85,3,3.7669427
0775ccb,3,2.8762455
077acd9,3,3.575268
078120d,4,3.1314175
0785120,4,3.4683661
0786ec3,3,2.8773398
0792205,1,1.1397622
07952db,3,3.4197698
07a82b9,4,4.345809
07b6457,2,1.8223096
07c48b4,4,3.5926096
07ca280,4,4.0869274
07cd836,4,3.7100847
07d1a3b,2,3.1750107
07dd0fd,1,1.2719268
07f838d,2,2.0057106
08139fb,2,2.027125
081db56,3,3.3579683
08207e4,3,3.1113694
084e848,2,2.0603404
0854673,2,2.7634685
08629e7,3,3.0704422
0863447,2,2.155198
08669b6,2,2.933992
088fd5c,4,4.2966223
08a5c68,4,3.6827781
08ab023,2,1.7037456
08b1777,3,2.974948
08b8798,3,3.1674824
08def35,2,1.3255153
08f5a36,5,5.0554075
08fb0fb,2,3.610719
0913268,1,1.040598
091a770,3,2.4708686
091e483,3,3.0482016
092ff4e,3,3.7385192
09344c3,3,3.2833383
0946813,4,3.7584946
0947cdc,4,3.242375
09487c8,3,3.2042408
095042a,2,1.9180311
097b864,3,3.1371021
09915db,3,2.3310778
09af24e,2,2.7170568
09bd6f6,4,3.7253597
09c8185,2,1.7879326
09ce958,2,2.5020695
09d065f,3,2.4630141
09d976b,2,3.000903
09da56a,4,4.0018044
09df111,2,2.1991968
09e4fce,3,3.5306401
09f2c09,2,2.0809507
09f7d1f,2,1.9972935
0a07f07,3,2.6328144
0a0d3b4,4,3.3852966
0a0f8b3,2,2.613498
0a238c3,4,3.9037724
0a28113,3,3.042795
0a6ac75,1,2.5231912
0a7ef89,3,3.0188048
0a8590a,2,1.5962882
0a919e7,2,3.0312157
0a93900,1,1.2714913
0a9488d,6,5.0343204
0a99d52,3,2.8015065
0a9df6a,4,3.9563556
0acfeeb,4,4.0432363
0ad4908,3,2.8150544
0aec0b5,3,2.8097248
0b059bd,1,1.8308494
0b095ea,3,1.7699441
0b0f882,3,1.7557507
0b28ade,3,3.2926788
0b2bfc4,4,3.1485047
0b64865,1,1.7401677
0b6df5c,3,3.8144236
0b72cc9,3,3.1872675
0b76940,2,2.2051134
0b869b2,4,3.7535353
0b9d88d,5,3.901758
0ba0895,2,1.0875643
0bb0bc1,4,4.126598
0bb5c8c,3,3.1476965
0bcac40,3,2.8385005
0bea5df,2,3.085036
0bee92d,2,2.4572785
0bf39e6,3,2.9208062
0c0eeb7,3,3.3508508
0c13438,2,1.9903796
0c2f27d,4,3.9693892
0c34cc0,3,3.738854
0c385a8,4,3.60715
0c488ee,2,2.615557
0c5e863,2,2.0984013
0c6c628,2,1.9451182
0c6cb29,2,2.5728037
0c76a09,2,1.9077787
0c82120,2,1.943666
0c85030,1,1.4461125
0c88bb6,4,3.8903537
0cb8a22,3,2.584433
0cd80da,3,2.8464262
0cffbfb,2,1.4245927
0d0b940,4,4.039402
0d18ff3,5,4.553278
0d190c0,4,4.1081448
0d2070c,6,4.17904
0d2ca3c,1,3.1171227
0d3ae64,2,1.8853147
0d5876f,3,3.8222222
0d64085,2,2.2255857
0d66b05,3,3.55051
0d70f3a,3,2.2953465
0d80f66,2,2.3312178
0d92fb8,4,3.423022
0da206f,2,3.5769475
0dcce8c,3,3.5174797
0dd6015,5,4.6802707
0de82fe,3,3.754689
0deace1,2,2.9771082
0dff325,4,3.7281113
0e222f1,3,3.8562996
0e3c6eb,3,2.183134
0e4855c,2,3.0610616
0e495a2,2,2.8513973
0e54efc,2,1.8217772
0e680b3,4,3.8959322
0e85504,1,1.096963
0e9b816,4,3.864719
0eaa4e4,4,3.7355413
0eaa56c,3,3.762743
0eb2865,5,4.3393965
0eb8d11,4,4.4366865
0ee7d80,3,3.8245685
0ef82ad,2,1.2892034
0ef994a,2,2.8080442
0f0fc7a,3,3.7921896
0f20721,4,3.4935505
0f22798,3,3.8435829
0f2455f,2,2.078498
0f247b7,4,3.909318
0f2a7d9,2,2.0921922
0f384b3,2,1.5376953
0f4a9a2,4,4.006754
0f4fadf,3,2.686527
0f7535d,4,3.912534
0f7e96b,4,3.3508096
0f89327,3,3.9309845
0f8d16d,4,3.1534474
0f967f0,1,1.1190921
0fab210,1,1.5224007
0fb1945,3,3.4540784
0fbd5ba,5,4.4220815
0fc7b60,2,2.1401544
0fddb97,3,3.0571387
