essay_id,score,raw_pred
002ba53,3,3.312588
0030e86,4,3.8340478
0036253,2,2.830165
004229b,2,2.0370736
006d0e1,4,4.01615
0079938,3,2.5440905
0087059,1,1.8486078
0098ef4,4,4.1211452
00a6e71,2,2.9910328
00bee4c,3,3.194925
00cb5dc,2,2.0096078
00da297,3,2.8323364
00daaa2,3,3.4574144
0123792,4,4.135721
012c9be,2,1.8856552
0155be4,3,3.038209
015ac93,3,2.6019616
01711c3,3,3.804069
018ff85,4,4.0471325
019e8c3,3,3.435959
01b9b63,2,2.0634332
01bd69c,3,2.36938
01c1169,3,2.9006267
01c8f7a,2,1.9735875
01d0836,2,2.8573227
01d2df1,4,3.922971
01d6e7e,3,2.162194
0200fbc,3,3.313895
0226250,4,3.1241052
0226c11,3,3.019675
0227e67,4,4.018915
022b620,2,1.4538462
0232d34,2,2.2551413
024a3bb,2,2.1953988
026355a,4,3.7522268
0269b85,3,1.4395614
0273b7b,3,3.1247244
0293f31,3,4.01681
02a059f,4,3.7410269
02ab5d2,5,4.040653
02c1ebd,3,3.2852106
02cbcbc,4,3.8516889
02cfa15,2,2.3712802
02d0224,2,2.0872679
0305a15,1,1.6366287
0318358,3,3.2240424
031bbb0,3,3.039005
031e4d6,3,2.857315
03205e9,4,3.442034
03314fd,3,3.394432
0347bb4,3,2.6790817
03630c7,3,3.560326
03705ca,4,4.003705
038fd62,3,2.1012383
03ae0c4,3,4.202507
03afc1e,2,2.1641843
03d074f,4,3.8667564
03e687e,3,3.9405746
03e804e,1,2.3042104
03ec474,3,3.037142
03f2d76,3,3.2126667
042167f,2,3.1265335
042dc86,3,3.084769
043e1a0,3,2.7888803
045c7fb,4,3.7430806
0461df3,2,1.4373773
046e84a,3,3.3042905
046efe7,3,2.9939203
048b9b6,4,4.176118
04b6e9b,2,2.2464306
04bc9b6,4,4.055134
04d13e6,3,3.7334414
04d409d,4,4.156005
04da4bf,3,2.9723315
04e00f8,2,1.8708363
04ea96d,3,3.722181
04ec9a4,3,3.8009253
04f1fc3,1,1.2173564
051c46a,3,3.0312016
053f99e,1,1.766486
0540b80,4,3.8490853
054b8f9,3,2.9508429
056394c,4,3.7493725
058ecd3,3,3.5902004
059af98,3,3.54643
059f496,2,2.2078009
05ae003,2,3.3738978
05cb18a,2,2.107209
06041d8,3,2.9797287
0608fab,3,3.0998535
060d2bb,3,2.309839
06235e1,4,4.015454
0639535,4,3.8964298
0640183,3,3.420298
06673c8,4,4.2407427
06766be,3,3.2202764
0678715,2,2.0075502
0683ac3,3,3.529053
0687af4,5,4.115604
068ad55,3,2.999364
0693237,2,3.3517406
06b51cb,3,1.6546892
06bad05,2,1.9890549
06c3953,5,4.1340556
06c7026,3,3.5824952
06cbce6,3,3.038725
06d6248,3,2.9764016
06fa3b6,3,3.8897521
07122f0,2,3.2552688
07309cb,1,1.3895812
0759934,2,2.4971652
076f000,2,1.9659116
0778075,2,2.2672756
077eeea,2,1.7674549
079a340,3,3.045254
079b107,4,3.855541
079e8bb,3,3.9594285
07a2516,3,2.3410797
07a6b84,2,2.1309996
07a7832,2,1.86871
07d6f42,3,3.5640392
07e7133,4,3.9882276
07e96aa,3,2.8596065
07f8601,3,2.4631472
0811694,4,4.139266
08133fe,3,2.6809585
08296be,2,2.2249746
0840ed9,2,2.4840107
0870d64,3,2.7288752
087f29f,2,2.7691004
088bb4a,3,3.173704
0892cb5,2,2.4332457
08dab5c,3,3.423621
08dac82,3,2.6937828
08e2ae1,2,2.6210794
08ef617,1,1.8211873
08f22e9,3,2.4502082
091eaf0,1,1.4283458
0931a6e,4,3.862328
0967e3f,2,2.9026754
096aa1c,2,2.0061433
096b178,4,3.411924
0975e3f,4,3.8230615
09b7afb,4,3.6546874
09c0506,5,4.3733726
09c5771,2,3.3584552
0a22908,6,4.6639395
0a31858,1,1.6458408
0a35ec7,2,1.4717399
0a41d42,2,1.7261617
0a48500,4,3.591007
0a494e5,3,2.0365458
0a54018,4,3.136696
0a67e11,3,3.333835
0a98eef,3,3.111462
0aa6277,1,1.0775102
0aa9cee,3,2.6156168
0aaf5f1,1,1.394336
0ab5467,3,2.2203798
0aba46b,3,1.8923373
0ac3c47,2,2.338167
0ad0588,3,3.3242202
0ad08bd,2,1.7074846
0ad4de2,3,3.230614
0ada1e2,1,2.550001
0adafa7,3,2.8406243
0aefcef,2,2.3878646
0af56e8,4,3.4556174
0b2a399,3,3.12675
0b53b04,3,2.9883142
0b62ebe,2,2.6075382
0ba0a50,4,3.8472729
0ba4fc3,3,2.93841
0bb2665,3,2.7920294
0be5034,2,2.1621313
0beb053,3,2.1288958
0bfe967,2,2.3492932
0c0463c,5,4.712572
0c172e6,2,1.9209076
0c5ec1c,3,3.056525
0c63220,3,2.8122857
0c76268,3,3.1228268
0c8a07d,2,2.6405468
0c8f97b,2,2.819631
0cae471,5,4.047105
0cb54b1,2,1.4574863
0cd1679,2,2.5149038
0cdb059,3,2.3917055
0cdc0d0,2,2.929016
0cf8c55,3,2.3029215
0d20e93,2,2.0412421
0d34dea,1,2.1063416
0d57890,3,2.90696
0d5a937,4,3.2417512
0d5afc5,3,3.643099
0d8bfc5,3,2.8787303
0da2967,4,4.069351
0da70c3,3,2.6677232
0dbae6d,2,1.8124523
0dbc16f,2,2.3539205
0dc6aae,2,1.719605
0dc777f,3,3.470827
0dd2328,3,3.1578193
0de71cb,4,3.7650409
0df2499,1,1.6893718
0df2924,3,1.946116
0e0ef1b,2,2.5408401
0e289bb,2,2.018304
0e46514,4,3.9531589
0e47da5,3,2.6638365
0e51031,3,2.9887938
0e7154c,3,3.163606
0e78aef,2,2.1628513
0e7a613,4,3.114733
0e86176,3,2.9723475
0e8864c,4,3.8927107
0e9a9d3,1,1.9063983
0ea1c1f,4,3.491858
0ea87c4,1,1.1407878
0eb0013,4,4.056365
0ef4f4f,4,3.642579
0f01b9a,4,4.0315714
0f18dcd,4,3.923038
0f1ab9c,4,3.75296
0f393ae,5,4.2763095
0f79e39,3,3.7256656
0f7cc68,3,2.6454508
0f820c4,1,1.3455193
0f87684,3,3.662139
0fa8295,4,3.957536
0fc04b5,4,3.8619828
0fc2a56,3,3.690848
0fcadb2,2,2.3947952
0fcc1b3,4,4.08897
0fe6787,2,3.4982266
0fe6e52,3,4.39483
0ff5475,2,3.1433916
0ff64dd,4,3.5134678
102a358,3,3.1758788
102d4b2,5,3.9992294
1035807,2,1.8335059
103c22b,2,1.8670307
103ff95,1,2.5656862
1042884,3,2.7308948
104c9c2,3,2.2736373
106d4c6,2,1.752276
1072f17,2,2.5803056
10787dc,3,2.197736
1084b79,4,3.048321
10aea63,4,3.758989
10b6dea,4,3.9938517
10be2a0,2,3.3179595
10e0b91,2,1.2956276
10ee01f,4,3.5899181
10fe8cc,4,3.4192028
1111bf7,2,1.6182382
111b844,5,4.8371115
1125efc,3,2.7096417
112a3fc,2,2.1195674
117597e,4,3.8362591
118557a,3,2.8485088
1196de9,4,3.5464745
11a8058,1,1.3603847
11aa299,3,3.8156455
11b3326,3,2.1484132
11bc37a,2,2.0295408
11bdb65,4,4.236413
11d450b,2,3.1547387
11dca95,4,3.4854174
11eda40,1,1.0679132
